location,hour,day_of_week,month,base_fare
2,8,5,2,115
9,5,1,3,121
0,20,6,1,130
4,22,4,3,145
12,12,0,1,89
11,11,3,1,75
10,11,3,3,76
14,6,2,3,126
2,5,0,1,102
1,14,6,3,107
7,8,1,2,60
5,23,3,3,93
3,18,0,3,97
10,22,0,3,139
10,2,5,2,83
13,17,2,3,83
9,11,6,1,144
0,14,6,2,122
7,17,0,1,97
1,3,3,3,53
11,19,5,3,82
9,14,5,2,138
2,6,4,2,84
15,7,5,2,129
9,16,6,2,114
1,13,1,3,127
14,14,5,3,51
14,3,4,2,62
9,1,5,3,145
3,3,1,2,54
10,23,2,2,101
14,12,4,2,50
0,15,0,1,87
3,15,6,2,134
8,7,2,2,92
7,12,1,2,104
13,16,4,1,117
4,17,4,3,146
4,4,6,1,80
6,0,3,1,98
2,8,2,1,103
13,17,2,2,147
14,20,0,2,145
1,4,2,3,129
14,2,1,1,145
5,5,1,2,77
2,10,3,3,50
0,14,4,1,114
5,22,0,2,78
14,21,3,3,68
3,11,3,3,51
2,16,6,1,95
11,1,1,1,82
4,15,4,3,132
13,10,0,3,97
14,3,6,3,139
14,4,3,3,64
12,17,3,1,52
8,13,6,3,144
10,11,5,1,110
14,7,5,1,91
7,11,6,2,119
6,2,2,3,120
15,18,6,2,89
13,16,1,1,55
6,23,2,1,80
5,17,6,3,139
3,14,4,2,51
5,1,1,1,103
10,18,1,3,125
2,9,3,1,73
15,15,1,1,102
14,2,3,1,58
7,18,5,2,130
13,19,3,3,56
3,12,6,3,90
11,8,2,3,84
6,16,2,1,71
7,7,3,3,70
13,4,4,3,65
7,20,3,2,118
7,18,3,1,71
1,9,1,1,75
7,0,0,1,113
8,0,6,3,108
13,10,2,2,135
5,4,4,1,137
11,23,5,2,95
13,12,5,2,143
4,20,0,3,132
8,22,2,3,140
3,5,1,1,86
8,3,4,2,96
6,0,3,2,71
13,19,5,3,86
8,13,3,3,88
13,3,2,2,85
6,18,3,2,80
13,13,1,1,137
2,6,1,1,118
7,4,6,1,70
10,0,2,2,50
4,7,6,3,141
4,1,4,1,71
7,21,6,1,77
11,3,5,1,118
6,14,1,2,93
9,17,0,3,87
10,12,5,1,50
8,9,2,3,75
2,21,0,3,123
8,0,3,2,136
4,8,0,1,91
11,19,0,1,130
4,21,0,3,150
13,15,4,2,82
5,11,3,2,85
15,11,6,3,51
6,17,4,2,115
15,8,4,2,69
14,10,1,3,110
8,17,0,2,100
2,9,4,1,101
1,3,0,1,91
4,8,4,2,53
7,9,1,1,95
14,5,5,3,112
8,18,3,1,57
12,3,3,1,60
4,11,0,2,60
7,9,4,3,72
0,17,0,1,123
15,19,0,3,144
5,7,0,2,135
14,22,4,1,60
4,0,1,2,140
9,18,3,3,108
9,5,1,1,96
12,8,5,3,98
13,12,0,3,53
4,11,4,3,53
2,9,6,3,68
11,1,3,2,98
1,10,5,1,113
14,20,3,3,117
5,8,6,1,57
2,1,0,1,57
3,18,3,3,124
10,19,4,2,146
2,9,6,3,55
0,17,2,2,77
12,18,4,1,82
5,2,1,1,93
12,6,0,3,137
12,16,3,3,150
8,2,6,2,112
0,8,3,1,129
14,2,5,2,55
6,1,0,2,63
1,8,1,1,138
0,6,3,2,55
9,20,5,2,55
3,23,1,2,83
8,18,6,3,125
4,18,2,3,57
10,9,3,3,72
1,21,2,3,111
0,4,2,3,63
8,5,1,2,119
14,22,0,3,116
4,12,2,1,51
8,11,1,1,107
14,9,4,2,64
7,10,4,2,66
4,11,4,3,110
8,8,5,2,75
0,6,1,3,95
3,1,4,2,137
6,13,3,2,109
15,14,5,3,126
5,8,1,3,83
14,0,4,3,145
4,3,1,1,65
12,21,1,1,54
1,10,4,2,125
1,6,3,2,72
13,11,5,1,142
7,16,5,1,129
13,8,3,3,78
1,11,1,3,120
3,11,4,1,59
5,20,0,3,72
1,9,1,2,63
12,1,5,3,103
10,1,3,1,124
7,17,2,3,67
3,5,4,3,61
8,8,1,3,77
7,20,2,3,148
6,14,4,3,120
11,23,5,1,149
1,6,0,1,103
4,15,1,1,111
2,21,5,2,139
10,20,4,2,141
15,12,0,1,74
4,22,1,3,140
15,5,6,3,89
8,17,2,3,65
0,1,3,2,92
0,21,1,1,59
5,0,6,3,54
4,20,1,2,75
14,8,0,3,142
15,20,5,1,52
8,22,1,1,87
10,17,0,3,89
14,19,1,1,91
3,16,1,2,78
8,0,3,3,62
11,11,2,3,110
7,14,6,3,75
3,22,2,3,124
3,4,3,2,77
14,8,0,1,66
3,11,3,2,56
3,10,5,3,77
10,14,6,3,64
6,16,0,3,136
4,1,4,1,103
13,18,1,2,62
4,12,5,2,125
5,19,5,2,147
1,13,1,1,140
13,0,6,1,84
11,18,1,3,125
8,18,2,3,119
5,1,1,1,50
9,3,3,1,87
0,4,2,2,94
2,18,1,3,134
7,20,6,2,87
7,23,4,3,96
14,1,0,1,63
5,6,4,3,149
6,19,6,3,110
7,13,4,1,111
6,18,0,1,98
9,3,0,3,85
3,16,6,2,69
10,1,3,1,57
15,2,2,2,90
13,8,2,1,130
6,0,5,2,116
4,14,3,2,109
3,18,6,3,65
7,13,0,3,83
15,19,1,1,58
10,11,4,3,58
10,6,3,3,136
4,22,0,2,51
11,19,1,2,83
7,9,6,1,118
2,13,5,3,137
14,1,4,3,102
1,22,5,2,90
3,21,1,2,114
15,19,0,1,135
3,13,1,1,89
4,18,2,3,66
13,2,3,3,67
4,14,2,3,71
10,6,2,3,137
6,3,1,3,117
8,23,6,3,113
8,20,2,3,107
7,21,3,3,99
3,5,4,1,129
10,11,2,3,95
1,14,3,3,63
9,12,2,2,107
5,19,3,2,99
10,1,1,1,56
15,12,4,3,107
15,20,3,1,135
3,17,3,2,117
15,21,4,1,127
2,6,2,3,92
8,0,6,3,75
9,2,4,2,141
2,13,2,2,119
8,14,1,1,126
2,10,3,1,123
13,21,0,1,115
6,17,6,1,97
4,6,0,2,72
12,20,6,1,123
12,14,2,1,131
13,11,0,2,74
10,14,4,2,108
11,14,3,3,57
5,15,1,3,103
12,12,2,3,99
5,0,4,2,106
10,16,5,1,130
1,13,0,3,55
15,0,0,3,101
8,18,6,2,71
12,16,5,3,101
2,1,5,2,81
4,20,1,2,102
10,7,4,1,69
7,4,4,1,53
2,22,6,1,132
12,5,2,1,84
7,13,0,3,127
9,12,0,3,138
5,3,6,1,119
0,20,0,1,112
1,21,0,2,54
9,6,6,1,84
13,23,1,2,86
8,15,6,1,121
4,1,6,2,108
11,3,5,1,55
6,20,4,3,112
7,6,1,1,113
11,19,1,3,82
3,11,3,3,83
7,20,2,2,96
2,4,3,1,67
2,15,4,1,62
3,0,1,2,53
13,17,0,1,147
4,17,3,3,126
10,5,2,1,104
8,0,2,3,55
15,11,0,2,132
13,12,2,1,64
7,18,2,1,115
4,4,6,2,124
7,0,5,1,115
4,19,3,1,82
13,9,1,3,94
15,12,0,3,101
15,22,2,1,149
9,4,6,1,136
6,20,6,2,117
7,12,3,1,121
3,2,4,3,69
6,7,6,1,111
2,10,5,1,144
13,7,3,3,76
12,12,3,1,85
8,10,2,2,97
10,16,4,1,78
2,7,6,1,91
1,7,3,1,89
12,13,6,3,125
1,12,6,2,122
12,9,4,3,148
10,17,2,2,141
3,20,2,2,53
11,11,0,2,59
3,9,5,2,93
9,8,6,3,84
7,15,1,2,106
15,19,0,2,52
1,4,1,3,94
10,19,5,2,94
2,19,5,1,55
14,4,3,1,136
14,9,1,1,127
7,21,1,3,129
10,12,5,3,128
6,8,3,2,104
4,22,0,2,70
3,14,6,2,116
4,19,0,3,131
10,5,0,1,115
1,2,0,3,103
0,11,2,3,105
3,7,2,1,50
0,19,0,2,104
13,3,0,1,76
3,3,6,3,128
11,19,0,2,55
7,8,5,1,72
0,20,6,1,130
6,16,2,1,121
3,10,3,1,146
0,8,1,2,102
8,14,5,2,50
13,13,0,1,89
7,11,2,3,100
1,4,1,3,108
6,9,3,2,68
5,5,2,3,143
1,20,1,2,67
9,8,4,1,64
2,6,5,2,116
13,5,1,2,100
6,22,1,3,50
6,15,6,2,131
4,0,0,1,56
12,9,2,1,139
11,13,6,1,87
0,11,5,3,83
1,2,6,1,105
5,7,4,3,116
9,4,6,1,79
1,22,4,1,53
14,2,0,1,51
12,9,6,2,106
0,22,3,2,106
14,21,0,1,109
13,1,0,2,134
10,23,6,2,51
11,23,5,1,99
0,20,4,3,77
4,13,4,2,61
1,9,1,2,104
11,12,4,3,59
11,3,1,2,55
14,11,1,1,123
9,11,4,3,90
6,20,3,2,95
1,12,0,2,89
12,21,0,2,57
8,10,5,3,55
7,20,1,3,58
9,23,3,1,142
12,3,1,2,130
9,22,6,2,70
11,7,2,1,111
5,12,0,2,137
7,23,2,1,118
11,20,2,3,76
10,1,3,2,75
10,21,3,3,106
11,18,3,1,83
12,13,3,1,108
4,6,5,2,61
7,7,4,3,66
13,13,3,3,133
1,2,2,1,132
5,7,2,2,110
8,14,3,1,128
12,23,0,1,123
12,20,4,3,119
15,2,5,2,62
0,6,3,1,111
15,1,1,3,117
11,7,1,2,70
4,7,0,2,131
10,16,4,3,92
5,22,1,2,105
12,16,1,1,76
15,5,4,3,92
14,15,1,3,87
10,13,4,2,98
15,8,3,2,56
4,1,0,3,113
9,12,6,3,116
14,6,1,1,129
12,8,6,2,84
3,3,0,3,79
10,18,5,1,58
12,2,0,1,77
6,21,2,3,134
0,22,3,2,71
2,9,6,1,108
13,0,3,3,70
13,11,5,3,131
2,15,0,1,140
12,18,4,1,88
14,10,0,1,81
0,22,3,2,69
6,0,0,3,57
4,20,4,3,68
7,18,5,2,69
0,6,6,3,139
2,4,3,2,119
3,18,0,2,129
7,11,6,1,148
7,3,0,2,150
3,15,3,1,104
6,13,2,1,124
2,20,0,1,97
14,23,3,2,65
6,16,1,2,57
14,5,5,2,142
7,7,0,1,50
3,6,6,2,54
0,6,2,3,120
1,9,0,1,112
8,13,0,1,103
5,18,5,3,91
2,23,3,2,101
12,11,3,3,142
3,9,3,1,116
0,7,2,1,53
15,0,6,3,148
14,0,1,2,97
12,16,6,3,65
4,23,6,1,95
11,2,3,2,136
10,15,1,1,110
7,11,2,2,58
9,17,0,3,88
7,18,3,3,75
8,11,0,3,140
0,22,2,2,111
11,0,1,1,89
5,8,6,1,72
5,0,4,3,59
2,22,2,3,52
0,12,2,1,73
0,15,3,1,119
1,17,1,2,51
6,1,0,3,90
8,19,6,3,59
12,6,1,2,87
15,9,2,1,146
11,6,2,2,59
14,2,1,3,93
0,20,4,2,93
0,18,6,1,90
13,16,4,2,75
13,3,3,3,91
13,10,5,1,72
6,13,5,3,149
10,8,0,1,105
14,1,4,2,115
0,22,4,3,120
9,3,0,1,86
2,11,2,1,115
13,13,5,2,150
2,5,4,2,78
12,8,1,2,125
12,12,2,3,130
1,9,5,1,71
1,1,6,2,94
9,8,6,1,99
7,5,3,1,51
7,23,2,3,88
0,23,6,3,140
2,13,1,2,109
15,5,0,1,70
14,7,2,2,150
11,15,4,2,135
6,20,4,1,67
4,5,0,3,150
0,3,4,2,128
6,6,6,3,117
9,7,4,3,118
6,22,0,1,149
3,23,1,1,72
7,3,2,1,143
1,14,2,1,88
6,4,1,1,70
1,6,3,1,137
5,23,1,2,120
9,22,5,1,148
9,3,1,3,87
12,6,4,1,62
7,1,3,2,81
6,21,0,1,136
13,9,5,2,80
10,11,6,3,145
11,1,3,1,85
3,11,6,2,140
10,3,4,3,150
0,1,3,2,130
3,1,2,2,106
13,1,1,3,127
9,2,1,1,59
7,18,1,3,53
11,20,1,3,133
11,1,2,1,90
9,11,1,3,129
15,9,3,2,146
9,10,6,3,65
9,13,0,2,89
10,21,0,3,74
2,10,1,3,92
1,8,6,2,68
10,1,3,1,82
4,1,2,3,118
2,17,0,2,141
1,1,6,1,145
3,4,0,3,116
10,21,1,1,66
1,14,3,1,78
14,1,4,3,141
9,5,5,1,116
6,3,3,1,148
8,19,6,3,63
5,17,6,1,81
5,2,2,2,122
13,6,4,1,150
4,9,0,2,89
11,5,1,1,82
4,2,3,3,74
14,9,3,3,66
13,16,0,1,94
10,10,0,1,62
0,12,5,2,132
0,6,4,2,131
7,2,4,1,58
1,19,4,1,83
3,20,4,1,85
9,19,4,2,61
14,22,2,3,51
4,10,4,1,148
1,13,4,1,133
5,10,3,3,58
15,9,4,3,88
11,22,4,3,96
2,6,2,1,147
12,2,4,3,99
10,13,4,3,118
5,22,6,1,90
9,15,6,1,146
7,18,1,3,147
6,13,6,3,126
0,17,4,1,140
1,14,1,3,114
14,15,1,2,107
15,0,5,1,105
8,10,5,2,131
12,17,0,3,140
12,1,6,3,78
12,5,2,2,141
10,18,5,1,111
14,3,0,3,122
2,18,5,1,125
14,19,2,3,126
15,14,4,3,90
2,22,5,2,124
7,23,5,2,85
3,19,2,2,52
0,19,2,1,103
9,12,3,2,125
6,18,0,1,110
7,3,0,2,59
8,23,5,2,132
5,18,4,3,69
2,6,1,2,130
12,19,1,3,81
6,12,6,1,92
12,13,2,1,62
9,5,1,1,58
11,17,4,3,126
0,14,5,2,57
14,1,0,3,113
10,4,5,3,118
3,9,6,3,90
15,20,2,1,145
10,19,1,2,64
2,6,5,2,103
4,19,2,1,80
4,11,1,1,61
12,16,0,3,60
10,5,4,3,102
2,7,3,3,147
15,15,4,2,50
4,14,5,2,119
5,9,5,1,80
11,15,5,1,141
11,15,1,1,139
7,14,0,1,127
0,2,3,2,73
1,1,3,3,127
7,5,0,1,146
6,17,3,1,94
0,17,2,1,144
14,5,0,2,121
4,0,3,1,77
2,17,0,2,149
3,3,2,2,148
10,8,6,3,67
10,9,3,3,138
1,18,3,1,109
1,0,0,1,87
10,1,5,2,113
3,2,0,1,55
9,0,2,1,95
15,4,0,1,136
0,8,2,3,83
15,17,2,2,60
8,7,5,3,142
4,21,1,2,94
11,13,2,2,134
1,22,5,3,75
10,10,5,2,99
9,6,1,1,116
4,22,4,2,112
11,20,4,1,76
0,23,3,2,119
9,15,1,3,103
13,6,5,2,78
10,21,3,2,101
6,3,4,2,145
13,2,6,2,117
11,19,2,1,102
15,19,1,3,101
15,18,3,3,103
1,22,0,2,122
11,1,1,1,75
12,7,1,3,91
10,17,6,1,114
9,8,1,2,95
2,0,0,1,141
0,14,6,1,60
14,22,2,3,140
3,18,1,3,104
15,23,2,1,82
0,19,3,1,86
9,12,1,1,140
4,23,0,2,69
7,20,5,1,100
14,21,5,2,122
1,18,2,3,83
5,21,6,3,76
15,13,1,3,139
11,19,0,1,114
14,6,0,2,146
10,14,5,3,145
15,10,4,3,56
5,23,2,2,120
15,19,4,2,141
4,16,3,1,84
6,17,6,3,134
2,10,5,3,64
14,23,3,3,74
5,14,4,3,147
3,11,5,2,105
7,11,0,2,104
13,8,5,3,78
8,19,5,1,127
14,4,5,2,77
14,13,5,1,128
7,2,6,1,103
0,16,3,1,100
12,15,5,3,92
15,16,1,3,132
6,7,2,2,127
6,5,3,2,56
8,3,2,1,149
10,22,2,1,98
1,12,1,3,132
3,6,6,2,150
12,8,1,2,65
7,12,2,3,97
5,8,4,2,85
6,18,6,1,125
12,0,4,2,50
3,11,6,3,114
4,16,5,1,116
4,18,0,3,59
12,23,4,3,112
0,19,1,2,146
6,5,5,1,75
7,12,0,2,112
12,18,3,2,118
13,23,5,1,72
15,8,6,3,116
14,3,3,2,118
10,12,6,1,99
10,18,3,3,100
7,22,3,1,144
1,19,1,2,69
9,7,1,1,130
7,15,2,1,87
0,17,2,2,98
5,18,3,1,59
9,13,1,1,53
9,3,6,3,111
9,21,0,1,91
8,14,1,2,116
6,19,4,3,57
14,19,3,2,71
2,10,2,3,66
7,3,2,3,141
8,4,3,2,62
12,0,1,1,51
3,4,4,1,150
0,3,0,3,72
2,10,3,3,119
15,2,6,3,116
13,14,5,3,130
9,18,6,3,139
1,15,4,2,84
10,22,0,1,71
9,15,0,2,105
7,12,1,3,91
3,10,3,2,84
12,10,6,2,97
3,2,0,1,143
1,18,4,1,96
0,9,2,3,140
1,4,3,3,102
14,21,5,2,113
8,17,1,1,109
3,21,0,3,87
13,2,3,2,117
3,9,3,2,108
2,7,0,1,66
15,23,4,1,93
4,23,4,2,59
0,22,3,3,140
6,8,4,2,140
10,7,1,1,122
5,2,1,3,134
8,7,6,1,87
15,12,2,1,98
7,0,0,2,118
14,8,4,3,72
2,12,6,2,85
7,12,2,3,97
1,18,0,1,59
10,19,4,1,84
12,21,4,3,54
14,20,0,2,71
7,15,4,3,123
14,12,2,3,123
4,2,5,1,149
11,20,1,3,95
10,17,2,2,82
0,16,2,3,59
15,13,0,2,141
11,19,2,1,51
3,3,6,1,124
14,22,2,2,149
12,9,4,1,60
14,14,1,2,56
15,6,0,3,147
11,9,5,1,134
13,12,0,1,99
13,8,6,2,130
8,17,6,1,147
11,2,0,1,138
1,18,2,2,122
12,2,4,1,57
15,20,6,2,77
8,19,3,3,97
9,19,0,1,79
1,3,6,3,129
13,15,2,2,95
15,11,4,2,82
8,20,4,2,65
15,12,3,3,50
0,5,5,1,103
14,2,4,2,80
3,5,5,2,113
13,8,6,1,55
1,15,6,2,97
11,19,1,3,105
5,17,2,3,58
2,1,6,2,132
3,6,2,2,82
10,12,2,2,83
8,9,1,2,121
15,3,0,2,80
14,13,0,1,108
12,23,6,1,81
15,3,4,3,136
15,15,5,1,97
3,22,2,3,141
12,5,0,1,123
2,6,0,1,131
13,17,4,1,94
3,2,2,2,135
10,17,3,2,123
7,11,5,1,62
11,5,6,2,74
2,19,1,1,121
15,1,0,2,53
13,5,4,3,127
2,17,4,2,125
1,8,1,2,105
11,7,1,2,61
3,11,5,1,102
14,19,6,3,65
9,9,4,2,144
15,17,6,3,137
1,14,2,3,80
8,12,0,1,145
13,8,0,2,70
8,22,4,1,132
4,0,5,3,65
10,20,2,1,61
14,6,1,3,86
7,19,2,2,95
11,1,3,1,124
3,6,0,3,131
2,14,5,1,88
4,22,0,2,137
5,21,6,3,56
3,10,1,3,68
8,3,2,3,91
5,15,3,3,77
7,3,0,1,103
5,13,1,1,52
12,18,5,2,75
15,19,5,2,65
8,16,2,2,124
13,10,5,2,139
12,18,5,1,62
4,15,6,2,137
3,9,4,1,115
13,15,3,2,60
8,7,1,2,92
6,4,3,1,78
13,21,1,3,68
11,9,4,3,142
0,0,2,1,69
4,1,2,3,90
0,16,6,3,105
7,10,1,3,86
2,11,3,3,120
4,19,1,3,67
5,14,6,1,61
2,1,1,3,91
14,18,1,3,142
10,15,3,3,68
2,3,0,3,118
5,17,6,3,76
14,4,6,1,121
11,5,4,2,57
0,20,0,3,56
0,18,6,1,124
15,9,3,1,57
0,16,1,1,76
5,18,0,2,54
12,6,2,1,90
5,22,5,3,147
11,14,2,1,77
15,21,6,1,136
7,9,5,3,112
8,6,6,1,132
2,12,6,3,118
7,0,6,1,138
7,10,2,2,131
14,22,6,2,73
0,22,2,3,109
15,12,1,3,66
12,20,1,3,150
7,17,4,1,88
3,13,6,1,62
6,8,1,1,68
6,2,0,1,100
0,16,2,1,125
10,6,3,2,59
13,15,5,3,111
14,2,3,3,148
11,4,6,3,98
5,5,4,3,132
2,17,0,3,89
10,13,3,1,121
8,18,3,3,65
13,2,6,1,99
8,1,1,2,130
12,20,2,1,100
14,9,4,3,85
11,5,5,3,88
1,21,0,1,138
15,14,3,3,126
5,17,2,1,88
14,9,3,3,125
15,7,0,3,104
13,6,4,3,55
8,18,1,3,52
10,6,1,3,64
5,15,2,2,83
3,14,5,3,66
6,10,1,1,62
2,4,2,1,116
3,20,5,2,141
15,5,1,1,140
6,8,2,1,98
5,1,6,1,125
0,23,4,2,121
4,4,2,2,67
4,18,4,3,121
4,8,4,1,121
9,21,2,1,78
3,19,3,3,84
2,15,2,3,58
9,1,2,1,144
5,16,1,1,134
4,16,5,3,53
11,20,6,2,107
3,9,5,1,147
12,17,3,3,57
6,8,4,3,79
6,14,4,1,124
0,15,0,1,89
14,2,3,3,145
0,16,2,1,78
11,13,4,1,149
8,15,3,2,124
9,11,4,1,99
0,2,1,2,112
3,19,6,2,143
3,6,3,1,99
15,3,3,1,97
11,16,0,1,134
6,22,2,1,119
2,14,0,1,66
5,3,5,1,108
14,7,4,2,86
3,0,6,1,123
14,13,6,3,108
6,16,6,1,99
12,11,4,3,101
10,5,0,1,55
1,16,2,1,84
6,14,1,1,61
7,10,3,1,140
10,21,6,1,80
0,1,5,1,114
1,2,5,1,124
7,22,3,3,78
11,11,2,3,130
0,5,1,1,88
13,19,5,2,86
7,8,2,3,142
2,6,4,3,127
8,4,0,3,130
10,7,6,2,133
5,1,5,1,87
13,22,3,3,129
5,17,4,1,87
6,1,1,1,89
0,21,2,2,131
4,2,1,1,68
15,8,2,3,52
15,22,5,3,139
11,2,5,1,123
10,15,5,3,62
4,4,2,2,142
3,16,2,2,82
8,13,3,2,91
10,14,2,3,54
3,10,5,3,68
6,9,2,3,132
6,2,2,1,98
1,4,1,1,78
6,19,6,2,102
9,23,2,1,105
12,11,4,1,63
0,7,0,1,146
2,6,6,1,127
13,4,3,3,69
3,12,4,1,102
1,14,3,2,99
3,19,0,1,147
7,19,5,3,90
9,4,3,3,84
3,4,0,2,77
12,2,2,1,77
9,14,1,2,67
9,14,6,1,50
14,6,0,2,103
1,12,1,1,131
3,18,2,2,84
2,3,5,3,143
1,22,6,2,70
3,8,1,2,132
12,9,0,3,66
7,3,2,3,95
13,15,6,1,142
7,22,6,1,135
2,18,4,2,105
10,0,5,2,65
0,13,6,3,113
3,21,4,2,116
4,23,0,2,65
9,14,2,2,127
6,0,4,2,87
3,21,5,2,61
7,18,6,1,109
6,14,2,3,123
0,1,1,1,68
8,18,3,2,110
13,16,0,2,122
9,21,1,2,136
13,10,1,3,101
12,2,5,2,82
5,18,0,1,71
14,8,0,2,71
3,16,5,1,142
2,20,0,1,131
9,12,0,2,57
9,6,6,1,128
2,4,2,3,127
1,10,6,2,66
7,6,6,1,78
1,13,0,1,101
9,5,2,3,82
2,6,4,2,92
7,4,0,2,126
1,18,1,1,107
9,15,4,3,78
9,12,1,2,70
11,15,1,3,128
3,6,6,2,65
0,2,3,1,98
12,11,5,1,84
8,4,6,1,56
0,4,3,3,109
2,21,4,3,128
13,11,3,2,52
14,3,2,2,134
8,11,4,2,66
15,17,6,2,94
3,22,2,3,117
1,16,2,3,63
13,0,2,3,111
9,21,5,2,113
4,0,4,3,97
5,16,0,1,61
5,15,6,2,137
2,15,3,2,132
15,14,0,2,52
1,1,5,3,55
2,3,2,2,130
1,16,2,1,119
4,7,4,3,120
12,22,2,3,57
7,9,0,1,136
4,8,6,2,149
15,21,2,3,82
2,12,1,1,54
7,11,2,2,57
6,11,1,1,106
3,2,1,1,70
11,0,6,1,109
4,14,2,2,59
7,22,3,3,135
14,23,1,1,74
8,14,2,1,114
3,16,5,1,53
0,2,6,2,101
12,3,4,3,112
12,13,5,1,82
11,15,3,3,124
3,3,0,3,70
0,12,2,3,83
11,9,6,3,124
1,15,3,3,80
8,17,4,3,72
4,10,5,2,126
5,18,0,1,62
4,19,1,3,82
1,3,3,2,124
12,16,3,3,127
3,20,4,2,97
0,11,1,2,117
3,12,2,1,148
10,7,3,1,143
7,10,3,3,68
12,7,3,1,96
1,9,2,1,115
12,9,4,2,56
15,1,0,3,68
8,1,3,1,122
12,21,1,2,113
14,12,5,1,65
8,15,6,1,77
4,6,0,3,104
3,21,2,3,117
11,15,2,2,95
0,15,3,3,93
11,1,0,2,85
15,3,6,1,75
3,2,1,2,144
12,20,2,2,103
10,22,6,1,100
9,21,6,1,69
14,1,0,3,121
11,10,4,3,111
12,12,0,3,59
11,19,3,2,70
5,7,3,2,106
5,16,4,3,60
12,5,3,3,149
15,11,0,1,83
13,19,6,2,69
5,20,3,3,71
5,22,4,3,79
9,7,1,1,67
9,19,3,1,109
5,22,6,1,112
7,13,4,1,50
15,17,4,1,70
8,10,6,1,93
11,19,1,2,147
7,20,0,3,129
6,11,6,1,62
5,17,0,3,80
8,6,0,2,63
1,7,1,3,148
15,5,4,3,73
11,20,5,2,67
3,22,5,3,111
1,0,4,2,145
3,16,1,2,93
5,7,6,2,107
13,7,0,3,67
14,21,4,3,51
0,3,0,1,139
1,11,1,2,54
15,0,4,1,118
9,11,3,2,77
14,16,4,2,132
2,14,1,1,104
4,2,5,2,133
3,23,2,1,101
14,12,6,1,84
10,12,5,3,117
13,16,6,3,141
11,14,5,2,52
14,7,4,3,129
3,10,0,3,125
2,16,6,3,105
4,12,2,2,90
6,9,2,1,110
1,11,3,2,52
14,16,2,1,142
15,12,6,1,115
5,16,5,3,116
2,0,2,3,110
6,15,1,2,147
8,9,3,1,116
1,19,3,3,85
10,21,5,1,140
7,3,5,1,68
12,18,5,1,63
9,4,3,3,67
6,20,1,2,86
15,12,6,3,56
10,23,6,1,86
10,2,0,2,136
12,17,2,2,74
10,16,0,1,75
8,20,6,2,85
11,11,4,1,66
5,0,4,1,121
6,20,4,3,100
1,17,1,1,65
8,11,3,2,123
4,22,1,2,98
2,15,6,1,118
12,12,5,2,63
9,11,2,3,93
12,2,5,1,108
2,16,0,3,65
8,13,6,1,129
7,1,4,2,125
12,21,5,3,133
12,1,4,3,144
15,11,4,1,135
0,12,3,3,109
15,5,5,3,130
10,3,0,3,100
1,11,0,3,91
8,17,6,3,111
10,15,0,3,86
15,19,4,2,69
1,23,4,3,105
9,12,0,1,110
1,1,4,2,70
0,22,4,3,144
4,14,6,3,89
13,22,4,3,82
1,22,2,3,84
10,14,1,3,69
8,6,3,2,62
15,11,6,1,142
10,3,6,1,123
3,15,3,3,99
2,3,6,1,84
7,0,5,2,90
0,3,2,2,72
3,9,1,1,70
12,14,0,3,142
10,12,0,3,62
4,16,5,2,109
2,20,5,2,56
9,10,1,3,73
6,9,4,3,142
6,15,5,2,61
5,1,2,2,135
11,12,5,2,63
10,15,2,3,92
7,5,4,1,130
15,10,2,1,61
11,10,0,1,141
14,2,6,2,148
10,4,6,1,83
6,21,0,3,94
9,9,4,1,73
1,9,6,2,135
5,8,4,3,146
1,5,1,1,100
11,6,5,3,95
6,10,1,2,56
5,2,6,3,60
1,0,0,2,113
5,3,4,2,83
8,15,6,3,78
6,13,2,3,67
1,15,3,3,73
14,21,6,1,123
1,16,2,3,99
9,5,1,2,130
6,18,4,3,149
12,7,3,3,82
5,13,3,3,92
4,14,0,1,104
13,18,2,3,101
13,1,3,1,115
10,5,6,2,148
5,4,0,1,131
2,11,3,3,114
0,14,6,1,142
8,5,3,1,63
2,13,3,1,91
1,8,4,3,133
2,10,1,2,88
10,20,5,1,98
3,6,0,2,104
1,7,5,3,78
10,1,2,3,56
1,7,6,3,104
2,7,2,2,50
6,17,5,1,134
8,11,5,2,122
11,17,3,1,150
8,11,0,3,86
6,23,4,3,59
0,23,2,1,137
4,12,0,3,77
11,14,6,3,116
12,4,0,3,146
13,8,3,3,78
1,2,2,1,121
2,0,1,1,78
9,16,2,1,107
5,15,0,3,110
6,14,2,2,141
0,1,4,1,103
6,9,6,1,65
4,20,2,3,136
5,21,2,2,74
5,11,0,3,65
6,6,3,2,80
0,8,5,1,80
9,15,6,2,140
4,8,2,2,147
1,18,1,3,75
6,1,3,1,52
10,1,3,3,147
2,15,5,1,80
9,10,1,3,61
6,16,4,1,58
6,9,5,3,85
7,15,0,1,125
12,13,3,2,110
11,22,4,1,106
4,20,4,1,112
4,19,3,2,135
13,11,4,3,63
2,16,2,1,76
9,4,5,2,120
5,23,2,3,137
5,21,6,3,116
4,4,4,3,52
13,2,5,3,100
6,8,4,2,92
13,21,3,1,56
7,7,3,1,136
10,4,3,3,126
0,18,5,2,74
12,22,5,3,57
14,2,4,3,58
11,10,4,2,123
9,9,3,3,136
15,2,4,1,134
3,15,0,1,118
1,0,3,1,148
1,21,1,1,80
7,7,2,3,71
12,11,2,3,84
12,9,1,1,107
